PH,NH,DH,MSH,PNH,RI,MPH,CT,NT,MSL,CL,CTR,NTR,MCT,MCL,Kurt,Skew,Area,APN,RPA,Aos,Aso,RSD,VPo,PW90,PW75,PW66,PW50,PW33,PW25,PW10,K,PTT,MWS,PNL,NI,AI,SI,P2ocd,AC,DC,mNPV,Ams,PDA,SFm,AFm,AFe,VFD,Ha,Hb,Hc,Hd,He,Hba,Hca,Hda,Hea,AGI,,
3.065,1.867,1.432,1.526,0.609,0.467,0.498,0.25,0.39,0.13,0.895,0.279,0.437,0.523,0.146,-1.115,0.534,69.806,39.342,0.563,23.574,46.232,0.51,23.574,16.197,26.554,31.747,40.603,50.86,56.715,71.034,0.39,0.215,0.061,0.141,0.775,0.533,818.6046512,0.645,3.083,0.39,0.888,0.103,0.034,0.787,3.065,-3.064,0.149,0.522,-0.636,0.204,-0.117,0.225,-1.218,0.391,-0.223,0.431,-1.817,,
3.103,1.634,1.035,1.656,0.527,0.333,0.533,0.271,0.415,0.159,0.748,0.363,0.555,0.584,0.212,-1.18,0.443,61.731,35.843,0.581,23.972,37.759,0.635,23.972,15.114,24.646,29.329,37.039,45.195,49.263,57.81,0.413,0.231,0.057,0.144,1.262,0.667,731.6017316,0.476,3.137,0.413,0.884,0.1,0.032,0.639,3.103,-3.108,0.168,0.442,-0.689,0.24,-0.062,0.072,-1.576,0.562,-0.152,0.151,-2.137,,
2.678,1.34,1.037,1.394,0.498,0.387,0.52,0.343,0.498,0.228,0.911,0.375,0.551,0.636,0.245,-0.839,0.693,68.046,36.334,0.544,25.018,43.028,0.605,25.018,16.113,26.284,31.295,39.593,48.483,53.003,62.927,0.38,0.141,0.042,0.155,1.311,0.613,1099.29078,0.569,2.746,0.38,0.877,0.087,0.032,0.459,2.678,-2.605,0.15,0.41,-0.363,0.204,-0.279,0.122,-0.907,0.517,-0.687,0.317,-1.054,,
2.94,1.556,1.035,1.449,0.529,0.351,0.493,0.266,0.441,0.134,0.733,0.363,0.601,0.502,0.182,-1.292,0.191,69.93,34.454,0.493,26.2,43.729,0.6,26.2,16.773,27.214,32.28,40.485,48.902,52.97,61.187,0.477,0.266,0.055,0.175,1.515,0.649,624.0601504,0.467,2.981,0.477,0.862,0.09,0.031,0.677,2.94,-2.92,0.075,0.461,-0.489,0.154,-0.086,0,-1.074,0.334,-0.185,0,-1.223,,
3.231,0.927,1.881,1.881,0.284,0.582,0.582,0.54,0.374,0.409,1.181,0.457,0.317,0.757,0.346,-0.909,0.729,83.232,7.359,0.084,34.852,48.38,0.723,34.852,20.156,33.27,39.954,51.499,64.626,71.398,84.979,0.352,-0.131,0.03,-0.166,0.51,0.418,1259.541985,0.641,3.281,0.352,0.903,0.083,0.026,0.203,3.231,-3.24,0.111,0.129,-0.08,0.294,-0.467,0.094,-0.79,3.162,-4.625,0.942,-0.269,,
3.188,2.005,1.207,1.561,0.628,0.377,0.49,0.213,0.335,0.108,0.752,0.283,0.446,0.506,0.144,-1.07,0.43,65.914,32.936,0.504,20.673,45.241,0.463,20.673,13.891,22.762,27.197,34.73,44.805,49.631,59.426,0.438,0.262,0.075,0.122,0.808,0.623,648.8549618,0.539,3.24,0.438,0.881,0.124,0.039,1.16,3.188,-3.182,0.153,0.772,-0.857,0.241,-0.057,0.19,-1.119,0.312,-0.061,0.239,-1.608,,
3.18,1.566,1.88,1.88,0.493,0.591,0.591,0.506,0.671,0.39,0.93,0.544,0.721,0.77,0.419,-0.935,0.696,71.027,43.967,0.619,33.79,37.236,0.909,33.79,17.235,28.111,33.46,42.268,51.54,56.12,65.556,0.382,-0.116,0.031,0.165,2.598,0.409,1422.413793,0.424,3.201,0.382,0.893,0.087,0.027,0.224,3.18,-3.17,0.143,0.407,-0.181,0.17,-0.564,0,-0.443,0.42,-1.389,0,0.526,,
2.939,1.748,1.353,1.53,0.595,0.46,0.52,0.374,0.52,0.252,0.916,0.406,0.571,0.653,0.268,-1.094,0.556,66.037,40.787,0.618,25.596,40.44,0.634,25.596,17.28,28.319,33.828,43.112,53.353,58.653,69.825,0.37,0.034,0.042,0.146,1.367,0.54,1852.941176,0.542,2.953,0.37,0.889,0.092,0.031,0.419,2.939,-2.936,0.133,0.415,-0.297,0.136,-0.327,0.192,-0.718,0.327,-0.783,0.464,-0.726,,
2.838,1.464,1.008,1.399,0.516,0.355,0.493,0.237,0.388,0.121,0.651,0.363,0.595,0.51,0.185,-1.251,0.235,60.997,29.359,0.481,22.887,38.111,0.601,22.887,14.551,23.602,27.982,35.059,42.294,45.782,52.833,0.468,0.23,0.06,0.151,1.472,0.645,760.8695652,0.415,2.871,0.468,0.86,0.097,0.034,0.805,2.838,-2.841,0.107,0.542,-0.617,0.232,-0.136,0,-1.141,0.43,-0.252,0,-1.318,,
3.407,2.192,1.797,1.724,0.642,0.526,0.506,0.226,0.353,0.119,0.825,0.275,0.428,0.523,0.144,-1.109,0.418,71.833,37.402,0.522,21.99,49.844,0.444,21.99,14.587,23.945,28.663,36.824,47.015,53.565,68.638,0.435,0.196,0.075,0.126,0.748,0.474,816.3265306,0.598,3.497,0.435,0.889,0.125,0.037,1.056,3.407,-3.364,0.161,0.714,-0.833,0.291,-0.189,0.27,-1.168,0.408,-0.264,0.38,-1.692,,
2.825,1.919,1.501,1.409,0.679,0.531,0.499,0.272,0.413,0.142,0.912,0.298,0.453,0.52,0.155,-1.262,0.412,77.197,36.426,0.472,26.154,51.044,0.514,26.154,17.789,29.29,35.133,45.245,56.95,63.092,75.025,0.423,0.21,0.052,0.141,0.829,0.469,761.9047619,0.64,2.867,0.423,0.871,0.087,0.031,0.618,2.825,-2.817,0.076,0.413,-0.483,0.099,-0.052,0.148,-1.169,0.241,-0.126,0.358,-1.642,,
2.785,1.697,1.264,1.414,0.609,0.454,0.508,0.24,0.371,0.13,0.832,0.289,0.446,0.54,0.156,-1.148,0.517,63.757,33.97,0.533,22.28,41.477,0.538,22.28,15.307,25.097,30.002,38.349,47.938,53.318,66.158,0.383,0.202,0.058,0.131,0.805,0.546,792.0792079,0.592,2.81,0.383,0.88,0.098,0.035,0.758,2.785,-2.789,0.151,0.512,-0.652,0.207,-0.118,0.229,-1.274,0.404,-0.23,0.447,-1.895,,
2.164,1.127,0.798,1.073,0.514,0.361,0.496,0.242,0.394,0.124,0.665,0.364,0.593,0.511,0.186,-1.221,0.202,64.147,22.071,0.343,24.04,40.106,0.602,24.04,14.69,23.83,28.256,35.419,42.773,46.339,53.638,0.483,0.231,0.045,0.152,1.458,0.639,735.9307359,0.422,2.246,0.483,0.823,0.073,0.034,0.591,2.164,-2.177,0.061,0.403,-0.457,0.177,-0.114,0,-1.143,0.448,-0.289,0,-1.301,,
3.29,1.395,1.907,1.907,0.424,0.58,0.58,0.497,0.414,0.37,1.124,0.442,0.372,0.744,0.329,-1.033,0.651,83.006,17.36,0.212,32.857,50.148,0.656,32.857,19.685,32.687,39.437,51.332,64.79,71.344,83.541,0.369,-0.127,0.033,-0.082,0.688,0.42,1181.102362,0.627,3.299,0.369,0.899,0.087,0.026,0.236,3.29,-3.27,0.091,0.235,-0.096,0.246,-0.495,0.096,-0.534,1.578,-2.571,0.455,0.003,,
3.089,1.332,1.635,1.705,0.431,0.529,0.552,0.393,0.542,0.289,0.859,0.458,0.631,0.728,0.336,-0.757,0.787,58.882,38.523,0.655,24.168,34.713,0.697,24.168,14.751,24.021,28.561,36.011,43.85,47.757,56.151,0.343,-0.072,0.04,0.148,1.776,0.471,2291.666667,0.466,3.105,0.343,0.9,0.104,0.034,0.386,3.089,-3.083,0.266,0.504,-0.185,0.369,-0.712,0.233,-0.351,0.734,-1.431,0.465,-0.119,,
3.216,1.649,1.728,1.728,0.512,0.537,0.537,0.42,0.555,0.319,0.815,0.514,0.68,0.761,0.391,-0.886,0.71,59.212,38.603,0.652,24.364,34.848,0.7,24.364,14.266,23.289,27.746,35.154,43.187,47.364,57.135,0.363,-0.1,0.038,0.135,2.126,0.463,1610,0.396,3.249,0.363,0.899,0.116,0.036,0.363,3.216,-3.204,0.192,0.65,-0.253,0.343,-0.866,0.285,-0.388,0.528,-1.333,0.445,-0.027,,
2.29,0.145,1.197,1.197,0.06,0.522,0.522,0.461,0.641,0.358,0.789,0.598,0.831,0.777,0.465,-0.57,0.965,51.049,21.513,0.423,27.067,23.982,1.145,27.067,13.825,22.335,26.395,32.838,39.196,42.14,47.749,0.33,-0.103,0.025,0.18,9.666,0.478,1611.650485,0.328,2.365,0.33,0.877,0.082,0.036,0.23,2.29,-2.33,0.427,0.46,-0.249,0.471,-0.658,0,-0.545,1.038,-1.437,0,-0.146,,
2.762,1.396,0.866,1.4,0.506,0.318,0.507,0.283,0.449,0.16,0.764,0.367,0.586,0.552,0.206,-1.231,0.376,66.54,32.375,0.487,25.386,41.154,0.619,25.386,16.149,26.318,31.302,39.46,47.858,51.866,59.761,0.437,0.236,0.051,0.167,1.45,0.682,656.779661,0.482,2.817,0.437,0.866,0.09,0.033,0.611,2.762,-2.803,0.096,0.45,-0.485,0.149,-0.122,0.011,-1.098,0.339,-0.255,0.021,-1.203,,
3.077,2.134,1.768,1.522,0.691,0.57,0.495,0.218,0.333,0.112,0.766,0.285,0.435,0.515,0.147,-1.244,0.341,67.455,31.217,0.465,20.967,46.488,0.454,20.967,14.252,23.533,28.328,37.216,47.974,54.135,65.478,0.44,0.175,0.071,0.115,0.77,0.43,857.1428571,0.548,3.121,0.44,0.876,0.117,0.038,1.047,3.077,-3.049,0.119,0.694,-0.796,0.228,-0.166,0.254,-1.151,0.327,-0.233,0.365,-1.611,,
3.079,1.723,1.607,1.598,0.559,0.522,0.519,0.437,0.576,0.329,0.916,0.475,0.63,0.738,0.355,-0.924,0.529,71.444,36.779,0.515,26.85,44.594,0.604,26.85,14.75,24.113,28.759,36.589,45.57,51.053,80.074,0.395,-0.072,0.037,0.139,1.746,0.478,1361.111111,0.478,3.108,0.395,0.887,0.108,0.035,0.378,3.079,-3.067,0.242,0.617,-0.372,0.377,-0.701,0.426,-0.6,0.611,-1.137,0.69,-0.763,,
3.334,1.859,1.356,1.692,0.557,0.407,0.507,0.26,0.414,0.138,0.943,0.276,0.439,0.53,0.146,-0.985,0.622,71.598,45.328,0.633,24.525,47.073,0.521,24.525,16.732,27.349,32.618,41.451,51.248,56.515,69.51,0.38,0.239,0.064,0.154,0.783,0.593,715.4811715,0.683,3.351,0.38,0.898,0.107,0.032,0.777,3.334,-3.332,0.177,0.517,-0.649,0.232,-0.102,0.195,-1.257,0.452,-0.199,0.38,-1.89,,
3.27,2.114,0.915,1.677,0.646,0.276,0.513,0.374,0.524,0.245,1.021,0.365,0.513,0.636,0.239,-1.124,0.584,75.111,48.119,0.641,26.996,48.115,0.562,26.996,18.661,30.797,36.956,47.464,59.083,65.26,77.82,0.368,0.223,0.046,0.15,1.094,0.724,762.3318386,0.648,3.306,0.368,0.9,0.1,0.031,0.459,3.27,-3.26,0.119,0.452,-0.314,0.087,-0.288,0.106,-0.731,0.19,-0.591,0.233,-0.563,,
2.864,1.369,1.549,1.599,0.485,0.531,0.554,0.384,0.455,0.261,0.913,0.418,0.512,0.65,0.28,-1.063,0.461,74.876,28.963,0.409,31.18,43.696,0.722,31.18,17.696,29.009,34.684,44.451,55.33,60.594,71.575,0.418,0.046,0.04,0.071,1.345,0.469,1782.608696,0.529,2.956,0.418,0.876,0.082,0.029,0.385,2.864,-2.893,0.129,0.351,-0.346,0.213,-0.304,0.151,-0.99,0.839,-1.184,0.511,-1.156,,
2.793,1.302,1.209,1.436,0.464,0.436,0.514,0.29,0.425,0.191,0.826,0.346,0.514,0.622,0.224,-0.703,0.713,59.407,32.173,0.542,21.38,38.027,0.566,21.38,13.529,22.034,26.207,33.082,40.435,44.223,53.731,0.365,0.098,0.054,0.136,1.14,0.564,1602.040816,0.537,2.822,0.365,0.885,0.107,0.038,0.73,2.793,-2.787,0.281,0.621,-0.642,0.431,-0.46,0.27,-1.009,0.698,-0.769,0.429,-1.366,,
3.115,2.061,1.557,1.557,0.662,0.5,0.5,0.272,0.414,0.143,0.909,0.299,0.455,0.524,0.157,-1.251,0.45,73.893,40.996,0.555,25.856,48.037,0.539,25.856,17.735,29.153,34.925,44.827,56.115,62.032,73.879,0.406,0.214,0.057,0.142,0.835,0.5,813.0841121,0.637,3.144,0.406,0.885,0.097,0.031,0.678,3.115,-3.122,0.112,0.452,-0.542,0.115,-0.055,0.173,-1.198,0.255,-0.122,0.382,-1.714,,
2.864,1.755,1.33,1.46,0.613,0.464,0.51,0.223,0.346,0.119,0.762,0.293,0.455,0.534,0.156,-1.119,0.456,63.373,30.587,0.483,21.143,42.231,0.501,21.143,14.015,22.948,27.407,34.956,43.534,48.305,60.22,0.416,0.193,0.064,0.123,0.834,0.536,870.4663212,0.538,2.909,0.416,0.875,0.108,0.038,0.908,2.864,-2.883,0.114,0.607,-0.763,0.248,-0.105,0.174,-1.256,0.407,-0.172,0.285,-1.776,,
2.746,1.666,1.298,1.39,0.607,0.473,0.506,0.256,0.4,0.136,0.905,0.283,0.441,0.533,0.151,-1.123,0.491,72.129,35.226,0.489,24.12,48.009,0.505,24.12,16.297,26.714,31.927,40.808,51.134,57.17,72.922,0.398,0.22,0.054,0.144,0.79,0.527,772.7272727,0.649,2.778,0.398,0.874,0.09,0.033,0.661,2.746,-2.747,0.108,0.445,-0.554,0.192,-0.114,0.181,-1.248,0.434,-0.258,0.409,-1.833,,
3.37,2.119,1.724,1.711,0.628,0.511,0.508,0.262,0.397,0.147,0.871,0.299,0.457,0.543,0.165,-1.092,0.471,72.686,40.601,0.56,23.825,48.862,0.492,23.825,15.676,25.714,30.757,39.402,49.658,55.858,70.519,0.42,0.176,0.067,0.136,0.859,0.489,937.5,0.61,3.425,0.42,0.89,0.114,0.034,0.867,3.37,-3.332,0.149,0.603,-0.678,0.239,-0.2,0.25,-1.106,0.397,-0.359,0.416,-1.56,,
2.927,1.608,1.215,1.485,0.549,0.415,0.507,0.23,0.366,0.125,0.837,0.275,0.437,0.54,0.149,-0.993,0.605,61.813,35.804,0.579,21.297,40.515,0.526,21.297,14.634,23.923,28.532,36.267,44.901,49.644,62.968,0.369,0.208,0.063,0.135,0.775,0.585,826.9230769,0.606,2.947,0.369,0.889,0.107,0.036,0.858,2.927,-2.907,0.218,0.576,-0.751,0.302,-0.179,0.276,-1.303,0.524,-0.31,0.48,-1.997,,
3.216,1.661,1.679,1.726,0.515,0.524,0.537,0.439,0.594,0.321,0.869,0.503,0.681,0.722,0.366,-1.063,0.619,63.732,44.479,0.698,26.803,36.93,0.728,26.803,16.755,27.358,32.592,41.266,50.534,55.196,65.022,0.369,-0.079,0.038,0.154,2.167,0.476,1215.189873,0.429,3.23,0.369,0.898,0.099,0.031,0.335,3.216,-3.196,0.146,0.452,-0.179,0.189,-0.564,0.206,-0.384,0.42,-1.265,0.456,0.004,,
2.761,1.92,1.545,1.377,0.695,0.56,0.499,0.267,0.403,0.139,0.904,0.296,0.446,0.52,0.154,-1.284,0.388,76.317,34.599,0.453,25.506,50.811,0.502,25.506,17.514,28.893,34.712,44.923,57.144,63.653,75.756,0.422,0.202,0.052,0.136,0.804,0.44,811.8811881,0.637,2.784,0.422,0.868,0.087,0.032,0.626,2.761,-2.765,0.072,0.42,-0.487,0.107,-0.072,0.161,-1.162,0.255,-0.173,0.385,-1.629,,
3.138,0.793,0.484,1.587,0.251,0.153,0.506,0.235,0.406,0.125,0.676,0.348,0.601,0.53,0.184,-1.109,0.641,52.8,31.825,0.603,22.128,30.672,0.723,22.128,14.19,22.931,27.115,33.774,40.383,43.461,49.368,0.39,0.265,0.067,0.171,1.505,0.847,584.9056604,0.441,3.16,0.39,0.89,0.109,0.035,0.877,3.138,-3.12,0.529,0.578,-0.788,0.459,-0.212,0,-1.363,0.794,-0.366,0,-1.791,,
2.97,1.238,0.699,1.495,0.417,0.236,0.503,0.266,0.45,0.14,0.735,0.363,0.613,0.525,0.191,-1.254,0.39,63.96,34.758,0.544,25.219,38.741,0.652,25.219,16.153,26.192,31.042,38.849,46.738,50.48,57.834,0.435,0.289,0.056,0.184,1.598,0.764,550.1730104,0.468,2.986,0.435,0.873,0.092,0.031,0.664,2.97,-2.96,0.152,0.443,-0.553,0.214,-0.082,0,-1.268,0.496,-0.189,0,-1.575,,
2.92,1.281,0.827,1.454,0.439,0.284,0.498,0.274,0.46,0.14,0.742,0.37,0.619,0.512,0.189,-1.271,0.315,67.295,34.219,0.508,26.608,40.688,0.655,26.608,16.744,27.098,32.084,40.072,48.104,51.9,59.35,0.453,0.277,0.053,0.185,1.63,0.716,617.3285199,0.468,2.95,0.453,0.867,0.087,0.03,0.626,2.92,-2.928,0.118,0.423,-0.491,0.206,-0.104,0,-1.179,0.5,-0.251,0,-1.429,,
2.415,0.548,1.382,1.382,0.226,0.572,0.572,0.49,0.517,0.384,0.946,0.517,0.547,0.783,0.405,-0.316,1.08,60.221,18.715,0.313,29.7,30.52,0.975,29.7,15.43,25.054,29.725,37.287,45.026,48.749,56.212,0.318,-0.106,0.025,0.027,1.587,0.428,1594.339623,0.457,2.431,0.318,0.884,0.076,0.031,0.197,2.415,-2.405,0.291,0.299,-0.167,0.349,-0.575,0.129,-0.65,1.396,-2.226,0.748,-0.567,,
2.948,1.928,1.49,1.469,0.653,0.503,0.498,0.244,0.374,0.128,0.83,0.295,0.45,0.526,0.155,-1.209,0.442,68.84,34.532,0.502,23.219,45.621,0.511,23.219,15.689,25.789,30.891,39.693,50.035,55.728,67.637,0.415,0.197,0.06,0.129,0.818,0.497,852.7918782,0.586,2.992,0.415,0.878,0.102,0.035,0.792,2.948,-2.934,0.115,0.529,-0.642,0.169,-0.091,0.198,-1.214,0.32,-0.173,0.375,-1.736,,
3.162,2.052,1.719,1.581,0.648,0.543,0.5,0.237,0.365,0.125,0.832,0.285,0.438,0.53,0.151,-1.227,0.347,70.556,35.715,0.506,22.4,48.157,0.465,22.4,14.921,24.515,29.367,37.811,48.517,56.282,73.903,0.424,0.197,0.067,0.128,0.78,0.457,842.6395939,0.595,3.214,0.424,0.883,0.112,0.036,0.896,3.162,-3.165,0.139,0.593,-0.743,0.277,-0.213,0.25,-1.254,0.468,-0.36,0.422,-1.784,,
2.753,1.076,0.736,1.448,0.39,0.266,0.526,0.297,0.437,0.2,0.769,0.386,0.569,0.647,0.258,-0.786,0.838,50.239,32.917,0.655,20.923,29.316,0.716,20.923,13.741,22.355,26.558,33.418,40.532,44.002,51.103,0.328,0.16,0.049,0.14,1.44,0.734,1062.5,0.472,2.785,0.328,0.894,0.104,0.038,0.611,2.753,-2.75,0.327,0.562,-0.501,0.329,-0.375,0.138,-0.897,0.588,-0.66,0.242,-1.067,,
3.212,1.269,1.552,1.895,0.397,0.477,0.588,0.46,0.394,0.344,1.05,0.431,0.392,0.717,0.316,-0.829,0.668,76.247,18.668,0.27,32.931,43.316,0.759,32.931,18.133,29.845,35.767,45.932,57.574,63.883,78.371,0.371,-0.065,0.038,-0.066,0.745,0.523,1600,0.59,3.316,0.371,0.899,0.089,0.028,0.34,3.212,-3.286,0.157,0.27,-0.24,0.294,-0.384,0.187,-0.838,1.786,-2.118,0.963,-1.469,,
2.741,1.91,1.649,1.36,0.696,0.601,0.496,0.215,0.327,0.111,0.76,0.282,0.43,0.519,0.147,-1.273,0.256,68.25,26.785,0.393,20.493,47.757,0.43,20.493,13.756,22.696,27.293,35.589,47.66,56.739,68.531,0.449,0.172,0.064,0.112,0.755,0.399,953.4883721,0.545,2.781,0.449,0.861,0.107,0.039,0.961,2.741,-2.741,0.092,0.645,-0.748,0.256,-0.212,0.242,-1.16,0.398,-0.329,0.375,-1.604,,
2.554,1.796,1.085,1.301,0.702,0.42,0.509,0.288,0.427,0.155,0.977,0.296,0.438,0.537,0.159,-1.258,0.458,78.977,34.761,0.444,27.255,51.722,0.531,27.255,19.051,31.589,38.028,49.124,61.449,67.575,79.137,0.405,0.297,0.044,0.139,0.785,0.58,572.3905724,0.689,2.6,0.405,0.865,0.076,0.03,0.496,2.554,-2.554,0.073,0.338,-0.41,0.063,-0.039,0.116,-1.223,0.196,-0.12,0.354,-1.653,,
1.891,1.103,0.357,0.942,0.583,0.186,0.499,0.228,0.36,0.118,0.747,0.306,0.482,0.518,0.158,-1.158,0.483,62.539,22.056,0.353,22.243,40.296,0.552,22.243,14.878,24.336,29.026,36.838,45.256,49.512,58.486,0.419,0.328,0.041,0.132,0.932,0.814,487.804878,0.518,1.941,0.419,0.822,0.069,0.036,0.581,1.891,-1.912,0.055,0.383,-0.46,0.112,0.013,0.067,-1.201,0.293,0.034,0.174,-1.701,,
3.008,1.284,0.901,1.51,0.426,0.3,0.502,0.258,0.433,0.134,0.731,0.353,0.592,0.518,0.183,-1.153,0.39,65.586,33.39,0.51,24.949,40.638,0.614,24.949,15.676,25.367,30.023,37.48,44.975,48.524,55.517,0.449,0.268,0.058,0.175,1.46,0.7,671.641791,0.472,3.046,0.449,0.871,0.095,0.031,0.712,3.008,-2.991,0.19,0.492,-0.577,0.289,-0.174,0,-1.189,0.608,-0.368,0,-1.429,,
2.795,1.433,0.998,1.394,0.512,0.357,0.499,0.258,0.422,0.133,0.714,0.362,0.591,0.516,0.187,-1.226,0.251,66.349,30.913,0.466,24.898,41.451,0.601,24.898,15.659,25.41,30.135,37.787,45.635,49.432,57.163,0.465,0.25,0.054,0.163,1.449,0.643,672,0.455,2.825,0.465,0.859,0.088,0.032,0.664,2.795,-2.797,0.1,0.446,-0.531,0.211,-0.127,0,-1.21,0.49,-0.298,0,-1.401,,
2.685,1.373,1.005,1.378,0.51,0.371,0.515,0.248,0.4,0.133,0.734,0.338,0.546,0.533,0.181,-1.053,0.292,68.927,28.725,0.419,24.617,44.31,0.559,24.617,14.791,24.044,28.554,35.911,43.579,47.365,55.375,0.47,0.25,0.054,0.152,1.215,0.629,704,0.486,2.824,0.47,0.857,0.09,0.034,0.699,2.685,-2.743,0.147,0.473,-0.591,0.256,-0.173,0.01,-1.319,0.604,-0.427,0.017,-1.513,,
3.293,1.078,1.605,1.795,0.326,0.486,0.545,0.39,0.537,0.294,0.805,0.482,0.667,0.738,0.362,-0.523,0.961,53.816,39.258,0.73,24.277,29.538,0.831,24.277,13.748,22.345,26.527,33.321,40.322,43.719,50.631,0.336,-0.035,0.045,0.147,2.102,0.514,1571.428571,0.415,3.354,0.336,0.909,0.121,0.037,0.467,3.293,-3.288,0.533,0.68,-0.391,0.503,-0.842,0.021,-0.59,0.744,-1.226,0.039,-0.147,,
2.8,1.577,1.565,1.565,0.563,0.559,0.559,0.492,0.664,0.363,1.041,0.473,0.638,0.738,0.349,-1.049,0.672,73.372,45.763,0.624,30.211,43.16,0.7,30.211,19.439,31.938,38.198,48.685,59.877,65.368,76.291,0.353,-0.129,0.028,0.172,1.764,0.441,1162.790698,0.548,2.812,0.353,0.889,0.077,0.027,0.212,2.8,-2.802,0.095,0.311,-0.043,0.057,-0.432,0.07,-0.139,0.182,-1.388,0.225,0.841,,
3.289,1.636,1.801,1.819,0.499,0.547,0.553,0.469,0.502,0.343,0.977,0.479,0.517,0.724,0.349,-1.144,0.552,73.8,30.937,0.424,30.253,43.547,0.696,30.253,18.49,30.457,36.515,46.884,58.401,64.176,75.575,0.38,-0.088,0.036,0.032,1.283,0.453,1761.363636,0.508,3.313,0.38,0.897,0.093,0.028,0.288,3.289,-3.285,0.106,0.303,-0.15,0.21,-0.489,0.155,-0.595,1.328,-2.355,0.597,-0.164,,
2.785,0.859,1.589,1.589,0.308,0.57,0.57,0.464,0.588,0.359,0.88,0.528,0.668,0.774,0.408,-0.605,0.945,57.901,31.829,0.55,27.859,30.042,0.928,27.859,15.242,24.773,29.415,36.957,44.725,48.484,56.077,0.329,-0.105,0.03,0.123,2.251,0.43,1571.428571,0.416,2.814,0.329,0.895,0.089,0.032,0.248,2.785,-2.784,0.309,0.412,-0.155,0.335,-0.673,0.035,-0.411,0.922,-1.768,0.19,0.244,,
3.124,1.532,0.989,1.565,0.49,0.316,0.501,0.263,0.431,0.136,0.71,0.37,0.607,0.517,0.191,-1.277,0.272,65.221,35.297,0.541,25.28,39.942,0.633,25.28,15.986,25.914,30.708,38.434,46.28,50.028,57.487,0.459,0.258,0.059,0.168,1.548,0.684,631.7829457,0.447,3.149,0.459,0.873,0.097,0.031,0.715,3.124,-3.111,0.12,0.483,-0.567,0.21,-0.098,0,-1.178,0.438,-0.205,0,-1.411,,
2.52,1.955,1.752,1.235,0.776,0.696,0.49,0.225,0.327,0.114,0.769,0.292,0.426,0.508,0.148,-1.402,0.13,73.241,23.277,0.32,22.049,51.192,0.433,22.049,14.874,25.021,30.679,43.289,56.981,62.197,70.655,0.476,0.156,0.056,0.103,0.743,0.304,1141.025641,0.544,2.59,0.476,0.844,0.095,0.038,0.84,2.52,-2.548,0.074,0.564,-0.618,0.168,-0.201,0.229,-1.101,0.299,-0.358,0.409,-1.451,,
3.744,1.787,1.292,1.838,0.47,0.338,0.491,0.238,0.395,0.121,0.668,0.356,0.591,0.507,0.181,-1.179,0.287,62.882,38.494,0.612,23.527,39.355,0.6,23.527,14.615,23.694,28.086,35.181,42.44,45.939,52.919,0.471,0.238,0.079,0.157,1.448,0.662,701.6806723,0.43,3.863,0.471,0.891,0.127,0.034,1.056,3.744,-3.727,0.267,0.712,-0.816,0.353,-0.219,0,-1.153,0.504,-0.311,0,-1.346,,
3.596,2.326,1.889,1.816,0.647,0.525,0.505,0.246,0.381,0.13,0.878,0.28,0.434,0.528,0.148,-1.178,0.415,73.268,43.231,0.59,23.267,50.001,0.466,23.267,15.805,25.953,31.074,39.93,50.75,57.691,74.286,0.417,0.207,0.073,0.135,0.767,0.475,772.9468599,0.632,3.631,0.417,0.897,0.122,0.034,0.939,3.596,-3.6,0.152,0.63,-0.759,0.257,-0.171,0.244,-1.206,0.408,-0.272,0.388,-1.73,,
3.269,1.019,1.861,1.861,0.309,0.569,0.569,0.472,0.521,0.363,0.898,0.525,0.582,0.769,0.404,-0.719,0.869,61.716,29.928,0.495,29.308,32.407,0.909,29.308,15.927,25.901,30.761,38.681,46.865,50.839,58.912,0.343,-0.109,0.035,0.049,1.79,0.431,1577.981651,0.427,3.342,0.343,0.907,0.1,0.03,0.276,3.269,-3.283,0.354,0.373,-0.143,0.362,-0.719,0.154,-0.491,1.315,-2.394,0.723,-0.135,,
2.755,0.988,1.484,1.484,0.358,0.539,0.539,0.458,0.617,0.351,0.897,0.51,0.688,0.766,0.391,-0.568,0.941,58.74,36.33,0.619,26.077,32.663,0.799,26.077,15.201,24.708,29.344,36.897,44.724,48.547,56.421,0.327,-0.107,0.03,0.159,2.205,0.461,1514.018692,0.439,2.79,0.327,0.895,0.092,0.033,0.263,2.755,-2.763,0.262,0.466,-0.164,0.331,-0.676,0.044,-0.353,0.712,-1.453,0.093,0.296,,
2.779,1.091,1.675,1.675,0.393,0.603,0.603,0.534,0.707,0.419,0.99,0.539,0.714,0.785,0.424,-0.676,0.861,70.165,39.487,0.564,34.303,35.862,0.959,34.303,17.114,27.873,33.146,41.785,50.812,55.248,64.404,0.354,-0.114,0.026,0.173,2.503,0.397,1359.649123,0.456,2.827,0.354,0.889,0.074,0.027,0.177,2.779,-2.782,0.192,0.311,-0.106,0.235,-0.519,0,-0.342,0.762,-1.672,0,0.568,,
